Sample_ID;LATf;LONGf;Reference;LATi;LONGi;SiO2;MgO;TiO2;Al2O3;Fe2O3t;MnO;CaO;Na2O;K2O;P2O5;LOI;Fe2O3;FeO;Ba;Rb;Sr;Itrio;Zr;Ti
EA-0458;-26.51658;-51.66913;Licht, 2018 (Mineropar);;;71.3;0.52;0.78;12.71;5.68;0.07;1.08;2.32;5.35;0.19;2.47;;;763;221.8;73;311.9;319.9;4676.1858
EA-0497;-26.35044;-51.91089;Licht, 2018 (Mineropar);;;98.56;0.01;0.01;0.15;1.15;0.02;0.02;0.02;0.05;0.01;0.69;;;12;1.3;1;1.8;2.1;59.9511
EA-0506;-26.15679;-51.88587;Licht, 2018 (Mineropar);;;53.46;4.5;1.69;13.05;14.87;0.21;8.6;2.53;0.9;0.19;1.79;;;364;44.5;307;43.6;155.1;10131.7359
EA-0513;-26.22301;-52.02483;Licht, 2018 (Mineropar);;;70.31;0.7;0.79;12.77;5.89;0.08;1.82;2.8;4.62;0.22;2.59;;;736;167.2;94;61.5;318.3;4736.1369
EA-0514a;-25.82069;-52.19496;Licht, 2018 (Mineropar);;;64.66;1.33;1.5;13.4;7.6;0.15;3.14;3.47;4.29;0.47;1.16;;;1002;87.1;377;69.2;644.3;8992.665
EA-0514b;-25.82069;-52.19496;Licht, 2018 (Mineropar);;;81.68;1.12;0.51;7.23;4.14;0.02;0.45;1.23;3.5;0.12;2.13;;;998;179.4;110;63.3;221.5;3057.5061
EA-0530;-26.25185;-51.16255;Licht, 2018 (Mineropar);;;51.64;4.2;4.22;12.89;13.49;0.18;7.67;2.84;2.28;0.59;0.63;;;677;51.5;840;35;315.9;25299.3642
EA-0535;-26.39238;-51.25344;Licht, 2018 (Mineropar);;;67.3;1.48;1.09;12.77;6.68;0.12;3.4;3.38;3.47;0.3;0.82;;;584;137;143;41;261.3;6534.6699
EA-0536;-26.45933;-51.3358;Licht, 2018 (Mineropar);;;67.39;1.07;1.06;12.65;7.03;0.17;3.1;3.34;3.89;0.31;1.08;;;882;141.1;140;126.8;253.5;6354.8166
EA-0549;-26.16672;-51.53429;Licht, 2018 (Mineropar);;;66.61;1.54;1.1;12.95;6.96;0.14;3.23;3.34;3.8;0.33;1.83;;;570;128.3;131;41.3;248.3;6594.621
EA-0551;-26.16958;-51.59958;Licht, 2018 (Mineropar);;;52.77;4.5;1.81;13.38;15.04;0.23;8.59;2.5;0.99;0.2;2.26;;;312;33.7;226;41.1;155.8;10851.1491
EA-0552;-26.14863;-51.61483;Licht, 2018 (Mineropar);;;53.09;4.65;1.74;13.06;14.73;0.21;8.23;2.74;1.36;0.19;0.82;;;283;41.5;175;34.8;143.6;10431.4914
EA-0568;-26.0718;-51.17573;Licht, 2018 (Mineropar);;;52.67;5.21;1.48;14.07;13.11;0.19;8.68;2.98;1.43;0.18;0.59;;;295;48.7;194;30.9;149;8872.7628
EA-0593;-26.32966;-52.58311;Licht, 2018 (Mineropar);;;50.11;5.13;3.19;12.8;15.48;0.23;8.98;2.44;1.27;0.37;3.41;;;393;20.7;458;29.7;197.3;19124.4009
EA-0601;-26.32933;-52.54252;Licht, 2018 (Mineropar);;;70.3;0.66;0.77;12.58;5.83;0.08;1.87;2.86;4.85;0.21;1.56;;;728;170.6;100;89.8;296;4616.2347
EA-0607;-26.046;-52.62226;Licht, 2018 (Mineropar);;;84.15;0.98;0.71;7.13;3.48;0.11;0.41;0.84;2.12;0.06;3.23;;;374;56.7;68;175.3;276.2;4256.5281
EA-0610;-26.03913;-52.60693;Licht, 2018 (Mineropar);;;72.31;0.31;1.05;12.3;5.68;0.09;0.31;0.79;7.06;0.11;2.18;;;1253;31.2;259;98.8;502.1;6294.8655
EA-0611;-26.04028;-52.61039;Licht, 2018 (Mineropar);;;51.47;4.17;3.32;12.6;15.4;0.17;7.73;2.83;1.81;0.49;1.39;;;532;35.2;431;45;243.2;19903.7652
EA-0618;-26.07246;-52.53407;Licht, 2018 (Mineropar);;;64.55;1.11;1.57;13.81;7.76;0.14;2.47;3.78;4.35;0.47;1.65;;;1138;101.4;361;156.9;604.2;9412.3227
EA-0624;;;Licht, 2018 (Mineropar);;;77.93;0.76;0.67;8.75;4.72;0.08;0.8;0.51;5.64;0.13;1.59;;;566;44.6;106;30.9;189.2;4016.7237
EA-0624;-26.02234;-52.53981;Licht, 2018 (Mineropar);;;77.93;0.76;0.67;8.75;4.72;0.08;0.8;0.51;5.64;0.13;1.59;;;566;44.6;106;30.9;189.2;4016.7237
EA-0628;-26.02291;-52.53952;Licht, 2018 (Mineropar);;;78.92;0.5;0.69;9.34;4.21;0.04;1.08;2.17;2.85;0.2;2.06;;;762;102.1;232;30.9;290;4136.6259
EA-0656;-26.337;-53.58253;Licht, 2018 (Mineropar);;;51.19;4.64;2.45;12.6;16.01;0.21;8.87;2.59;1.17;0.26;0.85;;;313;27.4;233;38.7;194.2;14688.0195
EA-0690;-26.02315;-53.66236;Licht, 2018 (Mineropar);;;50.45;5.24;2.5;12.72;15.96;0.24;9.17;2.45;1.01;0.28;1.83;;;302;17.9;274;38.3;175.5;14987.775
EA-0694;-26.10605;-53.70266;Licht, 2018 (Mineropar);;;50.89;5.4;2.14;13.11;15.07;0.21;9.41;2.5;1.01;0.26;0.64;;;323;20.1;271;35.7;173.3;12829.5354
EA-0706;-26.25351;-53.53648;Licht, 2018 (Mineropar);;;80.91;0.97;0.75;7.4;4.93;0.07;1.06;0.63;3.17;0.11;2.31;;;428;61.6;101;35.4;211.1;4496.3325
EA-0745;-26.01596;-53.58472;Licht, 2018 (Mineropar);;;50.49;6.67;1.76;13.84;13.11;0.21;10.6;2.3;0.83;0.18;1.25;;;242;14.3;320;23.2;110.3;10551.3936
EA-0760;-26.47038;-53.58526;Licht, 2018 (Mineropar);;;81.7;1.12;0.6;7.29;3.87;0.08;1.08;1.32;2.82;0.12;1.36;;;426;56;132;22.1;188.7;3597.066
EA-0777;-26.41207;-53.34069;Licht, 2018 (Mineropar);;;81.82;0.76;0.62;7.06;3.84;0.06;1.36;1.28;3.1;0.11;1.29;;;398;46.5;140;19.9;208.7;3716.9682
EA-0778;-26.32589;-53.26714;Licht, 2018 (Mineropar);;;50.79;4.93;2.42;12.56;16.25;0.23;9.05;2.45;1.05;0.26;0.46;;;287;22.3;235;38.5;184.8;14508.1662
EA-0825;-26.34969;-53.48164;Licht, 2018 (Mineropar);;;51.38;4.86;2.42;12.79;15.63;0.23;8.72;2.49;1.21;0.27;1.06;;;291;24.6;247;44.6;174.4;14508.1662
EA-0828;-26.36047;-53.37611;Licht, 2018 (Mineropar);;;50.95;5.17;2.2;12.78;15.46;0.2;9.3;2.48;1.21;0.25;1.23;;;307;27.3;263;37.1;175.7;13189.242
EA-0837;-26.18513;-53.36161;Licht, 2018 (Mineropar);;;50.62;6.16;1.73;13.82;13.2;0.19;10.83;2.33;0.93;0.18;1.6;;;267;17.7;312;22.8;107.7;10371.5403
EA-0842;-26.12262;-53.35863;Licht, 2018 (Mineropar);;;48.91;6.21;2.28;13.74;15.13;0.19;10.16;2.25;0.88;0.26;3.44;;;358;29.4;393;31.1;125.9;13668.8508
EA-0848;-26.24384;-53.28099;Licht, 2018 (Mineropar);;;51.1;5;2.38;12.63;15.9;0.23;8.76;2.45;1.3;0.26;0.77;;;292;34.7;249;36.2;169.7;14268.3618
EA-0858;-26.14145;-53.42185;Licht, 2018 (Mineropar);;;50.96;5.47;2.23;13.18;14.88;0.22;9.55;2.42;0.82;0.27;2.15;;;464;22.1;354;44.5;150.4;13369.0953
EA-0874;-26.1856;-53.49546;Licht, 2018 (Mineropar);;;51.09;5.51;2.18;13.2;14.71;0.23;9.5;2.5;0.81;0.25;0.84;;;307;11.7;297;30.8;151.8;13069.3398
EA-0877;-26.11069;-53.5049;Licht, 2018 (Mineropar);;;50.29;5.95;2.24;13.43;14.22;0.21;9.94;2.49;0.99;0.24;1.04;;;319;18.4;381;25.5;139.1;13429.0464
EA-0880,2;-26.19225;-53.36802;Licht, 2018 (Mineropar);;;50.8;5.95;2.06;13.54;14.03;0.22;9.75;2.45;0.97;0.22;1.14;;;280;19.2;331;25.9;131.2;12349.9266
EA-0882b;-26.20746;-53.36707;Licht, 2018 (Mineropar);;;82.04;1.33;0.73;7.22;4.19;0.06;0.97;1.28;2.08;0.09;2.72;;;519;39.4;185;26.8;213.8;4376.4303
EA-0883-2;-26.22666;-53.388;Licht, 2018 (Mineropar);;;51.44;4.84;2.41;12.65;15.67;0.22;8.78;2.55;1.17;0.27;0.77;;;309;23.7;245;38.9;174.1;14448.2151
EA-0894,1;-26.41189;-53.06245;Licht, 2018 (Mineropar);;;51.47;4.61;2.45;12.54;15.93;0.21;8.67;2.66;1.19;0.27;0.64;;;303;26.8;248;35.7;175.7;14688.0195
EA-0927;-26.26588;-53.14136;Licht, 2018 (Mineropar);;;85.99;0.85;0.58;6.12;2.87;0.06;0.95;0.92;1.57;0.09;3.09;;;450;47.2;183;15.9;183.1;3477.1638
EA-0930 A;-26.32944;-53.0959;Licht, 2018 (Mineropar);;;51.31;5.43;2.11;13.21;14.71;0.23;9.1;2.63;1.03;0.24;1.05;;;274;17.8;282;30.9;143.9;12649.6821
EA-0932 B;-26.35076;-53.02844;Licht, 2018 (Mineropar);;;80.51;0.91;0.56;7.68;3.99;0.08;0.68;0.49;4.93;0.15;1.42;;;386;70.8;89;23.1;142.1;3357.2616
EA-0940 A;-26.14473;-53.30659;Licht, 2018 (Mineropar);;;50.7;5.88;2.03;13.47;14.23;0.21;9.68;2.45;1.12;0.22;0.99;;;275;26;331;25;128.7;12170.0733
EA-0965;-26.08561;-53.23206;Licht, 2018 (Mineropar);;;51.02;5.54;2.21;13.16;14.96;0.23;9.05;2.47;1.11;0.25;1.25;;;318;19;280;37;159;13249.1931
EA-0967;-26.06602;-53.10901;Licht, 2018 (Mineropar);;;50.54;5.96;2.27;12.45;15.52;0.25;9.49;2.37;0.91;0.24;1.08;;;275;17.9;284;33;148.2;13608.8997
EA-0991;-26.20725;-53.13237;Licht, 2018 (Mineropar);;;50.51;6.72;2.2;11.91;15.51;0.24;9.67;2.18;0.84;0.23;1.51;;;256;15.9;250;37.5;142.3;13189.242
EA-0995,1;-26.1846;-53.10569;Licht, 2018 (Mineropar);;;84.3;0.78;0.69;7.5;3.65;0.09;0.32;0.54;2.06;0.07;2.55;;;457;36.9;52;51.2;229.4;4136.6259
EA-1006;-26.2127;-53.24261;Licht, 2018 (Mineropar);;;50.93;4.91;2.5;12.7;16.2;0.24;8.85;2.47;0.89;0.3;2.76;;;396;22.4;291;46.2;183.3;14987.775
EA-1018;-26.17481;-53.23334;Licht, 2018 (Mineropar);;;86.22;0.23;0.48;5.85;3.37;0.08;0.21;0.98;2.49;0.07;1.61;;;458;56.8;70;18.9;168.6;2877.6528
EA-1025,1;-26.06406;-53.21158;Licht, 2018 (Mineropar);;;51.04;4.91;2.43;13.46;15.51;0.21;8.84;2.4;0.9;0.29;2.69;;;323;12.2;272;39.8;166.3;14568.1173
EA-1033,2;-26.02929;-53.10371;Licht, 2018 (Mineropar);;;50.35;5.69;2.4;13.03;15.16;0.22;9.31;2.47;1.09;0.27;1.89;;;349;21.2;370;29.2;160.7;14388.264
EA-1042 B;-24.48798;-52.21547;Licht, 2018 (Mineropar);;;50.3;5.88;2.29;12.94;14.91;0.24;9.28;2.36;1.54;0.24;1.79;;;297;33.4;267;31.6;140.4;13728.8019
EA-1045;-24.62494;-52.66581;Licht, 2018 (Mineropar);;;50.34;6.71;1.75;13.81;13.02;0.22;10.79;2.36;0.83;0.18;0.98;;;251;15.7;311;22.9;116.6;10491.4425
EA-1054;-26.25811;-53.61881;Licht, 2018 (Mineropar);;;49.8;6.49;2.08;13.6;14.32;0.22;10.24;2.34;0.69;0.23;0.86;;;266;6.7;295;29.4;140.3;12469.8288
EA-1054B;-26.25811;-53.61881;Licht, 2018 (Mineropar);;;51;4.66;2.62;12.49;16.32;0.23;8.69;2.48;1.25;0.27;0.95;;;311;24.9;242;129.4;186;15707.1882
EA-1072;-25.43794;-51.63464;Licht, 2018 (Mineropar);;;64.89;1.28;1.45;13.08;7.63;0.15;3.04;3.8;4.24;0.44;0.46;;;1074;69.9;362;64.3;617.4;8692.9095
EA-1073;-25.42076;-51.66685;Licht, 2018 (Mineropar);;;50.13;4.4;4.04;12.49;15.72;0.21;8.43;2.68;1.35;0.54;1.83;;;506;32.9;508;37.9;277.5;24220.2444
EA-1080;-25.54591;-52.02326;Licht, 2018 (Mineropar);;;50.17;4.49;4.06;12.55;15.49;0.22;8.46;2.76;1.26;0.53;1.69;;;539;31.2;527;36.1;264.4;24340.1466
EA-1081;-25.67322;-52.12549;Licht, 2018 (Mineropar);;;50.18;4.47;4.01;12.52;15.76;0.21;8.38;2.83;1.11;0.53;1.74;;;500;28.2;569;36.7;267.3;24040.3911
EA-1083;-25.69731;-52.16492;Licht, 2018 (Mineropar);;;50.03;4.47;4.04;12.56;15.54;0.22;8.26;2.66;1.67;0.54;0.83;;;517;29.8;514;38.4;281;24220.2444
EA-1084;-25.6935;-52.16155;Licht, 2018 (Mineropar);;;50.17;4.37;4.02;12.37;15.8;0.22;8.53;2.86;1.13;0.52;1.54;;;499;34.6;542;36.3;264.7;24100.3422
EA-1084c;-25.6935;-52.16155;Licht, 2018 (Mineropar);;;50.22;4.4;4.12;12.43;15.51;0.21;8.16;2.73;1.67;0.53;0.77;;;504;26.7;476;36.7;277.9;24699.8532
EA-1087-1;-25.73941;-52.2296;Licht, 2018 (Mineropar);;;50.55;5.77;2.11;13.32;14.42;0.22;9.97;2.45;0.95;0.23;0.86;;;307;16.3;324;28.3;146.4;12649.6821
EA-1088;-25.77041;-52.26115;Licht, 2018 (Mineropar);;;50.48;5.9;2.1;13.84;14.1;0.2;10.11;2.27;0.79;0.2;1.7;;;;;298;;125.1;12589.731
EA-1096;-25.37494;-51.45927;Licht, 2018 (Mineropar);;;64.81;1.35;1.53;13.06;7.67;0.16;3.31;3.73;3.94;0.44;0.76;;;1018;62.3;388;60.1;603.4;9172.5183
EA-1098;-25.32143;-51.5042;Licht, 2018 (Mineropar);;;63.78;1.61;1.56;13.39;7.91;0.16;3.2;3.6;4.33;0.45;1.1;;;1082;69.1;379;60.5;589.4;9352.3716
EA-1102;-25.24912;-51.54075;Licht, 2018 (Mineropar);;;49.97;4.46;4.04;12.5;15.8;0.21;8.53;2.61;1.36;0.52;2.05;;;479;34.8;535;36.5;271.9;24220.2444
EA-1122;-25.94015;-51.60564;Licht, 2018 (Mineropar);;;64.89;1.26;1.51;13.57;7.9;0.14;2.54;3.31;4.43;0.45;2.05;;;1133;75.2;324;74;621.8;9052.6161
EA-1155;-25.66826;-52.4766;Licht, 2018 (Mineropar);;;51.8;3.98;3.82;12.92;14.82;0.19;7.43;2.77;1.75;0.53;1.55;;;499;29.5;487;40.7;299;22901.3202
EA-1159;-25.27107;-52.29213;Licht, 2018 (Mineropar);;;91.94;0.56;0.27;3.3;2.04;0.03;0.48;0.42;0.9;0.05;2.17;;;270;26;96;12.6;75.2;1618.6797
EA-1162;-25.19434;-52.27748;Licht, 2018 (Mineropar);;;50.84;5.59;2.47;13.16;14.43;0.15;9.39;2.32;1.36;0.28;1.6;;;;;315;;132.6;14807.9217
EA-1164A;-25.13369;-52.28785;Licht, 2018 (Mineropar);;;51.55;4.08;3.55;12.67;15.32;0.2;8.3;2.92;0.91;0.5;1.8;;;;;401;;246.5;21282.6405
EA-1164B;-25.13369;-52.28785;Licht, 2018 (Mineropar);;;51.18;4.1;3.35;12.65;15.3;0.22;8.15;2.82;1.74;0.49;1.11;;;507;29.7;401;38.2;267.3;20083.6185
EA-1180;-25.18541;-52.44532;Licht, 2018 (Mineropar);;;49.94;5.7;2.59;13.5;14.67;0.21;9.78;2.34;0.97;0.29;2;;;;;319;;131.8;15527.3349
EA-1194;-25.08247;-51.31345;Licht, 2018 (Mineropar);;;49.67;6.49;1.45;14.25;13.82;0.22;11.14;2.44;0.38;0.13;1.3;;;151;4.4;202;26.5;98.5;8692.9095
EA-1221;-25.33893;-54.20125;Licht, 2018 (Mineropar);;;51.11;5.08;2.45;12.76;15.3;0.22;9;2.54;1.27;0.26;0.74;;;306;32;281;34.5;166.9;14688.0195
EA-1223;-25.55835;-54.59227;Licht, 2018 (Mineropar);;;81.88;0.97;0.74;6.99;4.88;0.08;0.43;0.56;3.36;0.11;2.62;;;835;79.5;92;39.1;179.1;4436.3814
EA-1224;-25.40905;-54.3332;Licht, 2018 (Mineropar);;;50.41;5.64;2.32;13.87;13.94;0.21;9.8;2.46;1.07;0.26;2.52;;;332;17.6;364;28.6;156.1;13908.6552
EA-1227;-25.19224;-53.60208;Licht, 2018 (Mineropar);;;51.2;3.76;3.23;11.47;17.85;0.21;7.67;2.67;1.55;0.38;1.5;;;395;36.4;229;48.7;250.4;19364.2053
EA-1251;-25.7466;-52.11751;Licht, 2018 (Mineropar);;;64.51;1.3;1.55;13.52;7.61;0.17;3;3.7;4.2;0.44;1.5;;;;;337;;540;9292.4205
EA-1257;-25.49743;-51.54101;Licht, 2018 (Mineropar);;;65.35;1.58;1.51;12.97;7.71;0.15;2.81;3.29;4.17;0.45;1.3;;;;;343;;520.5;9052.6161
EA-1261;-25.68896;-51.74138;Licht, 2018 (Mineropar);;;64.56;1.51;1.54;13.28;7.75;0.17;3.04;3.49;4.21;0.44;0.7;;;;;360;;514.6;9232.4694
EA-1262;-25.72371;-51.85535;Licht, 2018 (Mineropar);;;50.38;5.64;2.55;13.21;14.47;0.16;9.54;2.38;1.42;0.25;1.4;;;;;321;;123.4;15287.5305
EA-1272;-25.90758;-51.58447;Licht, 2018 (Mineropar);;;66.65;0.73;1.51;13.48;7.54;0.08;2.06;2.95;4.59;0.4;2.3;;;;;362;;497.9;9052.6161
EA-1273;-25.95049;-51.61118;Licht, 2018 (Mineropar);;;64.35;1.44;1.53;13.09;7.98;0.16;3.14;3.51;4.35;0.46;1.01;;;1034;88.6;392;61;589.6;9172.5183
EA-1279;-25.75118;-51.47275;Licht, 2018 (Mineropar);;;66.44;1.04;1.43;12.6;7.49;0.15;2.83;3.35;4.26;0.41;1;;;1100;76.3;371;134.8;564.2;8573.0073
EA-1284;-25.64699;-51.36147;Licht, 2018 (Mineropar);;;52.37;3.12;3.49;12.43;15.19;0.19;6.75;2.7;2.28;1.48;3;;;;;514;;274.6;20922.9339
EA-1286;-25.6236;-51.44387;Licht, 2018 (Mineropar);;;54.04;2.71;3.43;12.14;14.88;0.2;6.19;2.68;2.25;1.48;1.5;;;;;485;;271.3;20563.2273
EA-1290B;-25.83587;-52.22087;Licht, 2018 (Mineropar);;;50.11;4.44;4.06;12.45;15.66;0.21;8.45;2.82;1.28;0.52;1.26;;;491;40.4;526;35.8;269.5;24340.1466
EA-1293;-25.92368;-52.12223;Licht, 2018 (Mineropar);;;50.19;7.05;1.04;15.13;11.58;0.16;11.84;2.31;0.61;0.1;1.14;;;148;19.2;194;20.7;80.3;6234.9144
EA-1293A;-25.92368;-52.12223;Licht, 2018 (Mineropar);;;49.88;7.39;0.95;15.43;11.42;0.17;11.77;2.27;0.6;0.11;1.1;;;;;187;;65.2;5695.3545
EA-1293B;-25.92368;-52.12223;Licht, 2018 (Mineropar);;;50.34;7.26;1.11;14.84;12.11;0.19;11.12;2.28;0.62;0.13;0.3;;;;;175;;71.6;6654.5721
EA-1300;-25.21133;-51.36739;Licht, 2018 (Mineropar);;;52.31;5.53;1.49;13.59;13.9;0.21;9.61;2.46;0.74;0.16;1.23;;;259;41.2;187;40.4;121.2;8932.7139
EA-1301A;-25.18354;-51.35294;Licht, 2018 (Mineropar);;;52.49;4.27;2.09;12.33;16.28;0.25;8.53;2.61;0.92;0.23;-0.2;;;;;174;;130.9;12529.7799
EA-1301B;-25.18354;-51.35294;Licht, 2018 (Mineropar);;;50.73;4.12;2.42;11.49;18.97;0.22;7.88;2.74;1.19;0.22;0.91;;;201;40.7;170;41.4;151.3;14508.1662
EA-1304;-25.11328;-51.38631;Licht, 2018 (Mineropar);;;50.35;5.93;1.53;13.64;14.73;0.24;10.42;2.48;0.5;0.17;0.9;;;;;179;;96.1;9172.5183
EA-1307;-25.19312;-51.2552;Licht, 2018 (Mineropar);;;48.98;6.43;1.49;14.11;14.67;0.25;11.06;2.52;0.34;0.15;1.06;;;149;3.7;198;28.2;101.8;8932.7139
EA-1313;-25.32076;-51.26525;Licht, 2018 (Mineropar);;;54.65;3.58;1.74;12.72;14.88;0.24;7.39;2.76;1.75;0.27;1.34;;;320;56.8;173;42.4;166;10431.4914
EA-1331;-25.20581;-51.57662;Licht, 2018 (Mineropar);;;50.06;4.03;3.91;12.74;16.14;0.21;8.25;2.63;1.36;0.66;1.7;;;;;400;;208.9;23440.8801
EA-1345;-25.29911;-51.73733;Licht, 2018 (Mineropar);;;48.92;5.19;3.25;13.23;16.16;0.24;9.17;2.42;1.05;0.36;1.7;;;;;406;;181.6;19484.1075
EA-1346;-25.29103;-51.81298;Licht, 2018 (Mineropar);;;49.26;4.17;4.17;12.68;16.68;0.22;8.38;2.65;1.29;0.5;1.1;;;;;474;;227.2;24999.6087
EA-1348;-25.2478;-51.90033;Licht, 2018 (Mineropar);;;50.31;4.41;4.03;12.52;15.56;0.22;8.37;2.66;1.38;0.54;1.62;;;472;23.8;423;40.3;282;24160.2933
EA-1359;-25.06117;-52.08784;Licht, 2018 (Mineropar);;;49.94;5.82;2.05;13.57;15.12;0.22;10.03;2.36;0.65;0.24;1.6;;;;;278;;111.5;12289.9755
EA-1394;-25.74675;-52.38772;Licht, 2018 (Mineropar);;;49.67;5.36;3.41;13.06;14.77;0.21;9.55;2.56;1.04;0.37;1.21;;;374;14.7;496;30.4;210.3;20443.3251
EA-1403;-25.95864;-51.1256;Licht, 2018 (Mineropar);;;53.36;5.39;1.42;14.04;12.69;0.2;8.43;2.71;1.59;0.17;0.98;;;287;54.2;199;31.9;133.1;8513.0562
EA-1410;-25.90985;-51.25857;Licht, 2018 (Mineropar);;;52.23;5.62;1.37;14.13;13.56;0.2;9.34;2.4;0.94;0.22;2.7;;;;;232;;98.3;8213.3007
EA-1413;-25.89369;-51.34118;Licht, 2018 (Mineropar);;;50.76;4.54;4.14;13.5;13.71;0.19;8.07;2.93;1.64;0.5;1.67;;;661;36.1;938;32.1;283.8;24819.7554
EA-1421;-25.82378;-51.19663;Licht, 2018 (Mineropar);;;51.63;4.63;1.99;13.38;15.68;0.24;8.57;2.72;0.91;0.24;1.62;;;328;35.4;244;36.2;163.3;11930.2689
EA-1434C;-25.71055;-51.34053;Licht, 2018 (Mineropar);;;65.09;1.27;1.47;13.98;7.7;0.12;2.17;3.15;4.61;0.44;2.74;;;1207;72.4;327;371.1;611.2;8812.8117
EA-1434D;-25.71055;-51.34053;Licht, 2018 (Mineropar);;;51.14;6.84;1.3;13.84;13.27;0.19;10.64;2.27;0.38;0.13;2.9;;;;;261;;59.3;7793.643
EA-1435 revisita;-25.98621;-51.35824;Licht, 2018 (Mineropar);;;49.9;6.52;1.38;14.45;13.87;0.22;10.37;2.47;0.65;0.15;1.93;;;234;23.7;195;28.2;129.8;8273.2518
EA-1440;-25.98431;-51.44897;Licht, 2018 (Mineropar);;;53.11;4.42;1.78;13.09;14.81;0.2;8.21;2.91;1.25;0.2;0.33;;;294;42.9;191;38.1;165.8;10671.2958
EA-1448;-25.71509;-51.33537;Licht, 2018 (Mineropar);;;67.51;0.94;1.28;12.73;6.4;0.15;2.04;3.25;5.35;0.35;0.79;;;1294;74.7;271;68.7;548.3;7673.7408
EA-1449;-25.70452;-51.3632;Licht, 2018 (Mineropar);;;67.22;0.85;1.49;12.46;7.37;0.2;1.98;2.97;5.13;0.33;1.1;;;;;273;;487.8;8932.7139
EA-1469;-25.84208;-51.91895;Licht, 2018 (Mineropar);;;64.68;1.94;1.55;13.18;7.62;0.12;2.77;3.3;4.39;0.44;2.34;;;948;59.4;349;63.9;617.8;9292.4205
EA-1504;-24.7854;-52.89089;Licht, 2018 (Mineropar);;;49.96;6.49;2.07;13.6;14.22;0.21;10.16;2.35;0.69;0.23;0.99;;;302;7.1;244;32;143.4;12409.8777
EA-1514;-24.94993;-52.28888;Licht, 2018 (Mineropar);;;50.36;5.58;2.23;13.53;14.32;0.2;10.12;2.6;0.8;0.24;1.98;;;392;17.3;329;27.4;149.8;13369.0953
EA-1522A;;;Licht, 2018 (Mineropar);;;57.73;1.92;2.03;12.81;13.22;0.21;5.44;3.48;2.53;0.63;1.48;;;784;47.5;392;59.8;407.7;12170.0733
EA-1601;-26.01196;-52.51264;Licht, 2018 (Mineropar);;;50.83;3.94;3.63;12.44;15.6;0.17;7.99;2.71;2.09;0.58;1.23;;;523;51.6;382;41;250.2;21762.2493
EA-1603A;-25.91559;-52.43481;Licht, 2018 (Mineropar);;;96.77;0.21;0.08;1.02;1.19;0.02;0.32;0.13;0.23;0.01;1.39;;;177;9.9;61;2;15.8;479.6088
EA-1607;-25.95932;-52.56547;Licht, 2018 (Mineropar);;;49.82;4.37;3.74;12.85;16.15;0.24;8.29;2.64;1.32;0.58;1.86;;;509;19.2;389;38.1;244.2;22421.7114
EA-1611;-25.86482;-52.50317;Licht, 2018 (Mineropar);;;50.8;4.37;3.37;12.75;15.59;0.23;8.3;2.91;1.2;0.49;1.63;;;533;24.8;408;37.7;263.8;20203.5207
EA-1612;-25.88215;-52.46166;Licht, 2018 (Mineropar);;;70.76;0.68;0.8;12.64;5.43;0.06;1.67;2.79;4.96;0.21;2.02;;;744;166;82;52.3;324.4;4796.088
EA-1612A;-25.88215;-52.46166;Licht, 2018 (Mineropar);;;50.64;3.87;3.75;12.65;15.57;0.25;8.17;2.82;1.6;0.69;1.32;;;568;23.9;406;41;263.9;22481.6625
EA-1615;-25.8905;-52.42411;Licht, 2018 (Mineropar);;;48.48;5.15;3.41;13.35;16.04;0.22;8.99;2.53;1.45;0.38;2.7;;;478;24.9;390;39.1;216.7;20443.3251
EA-1615A;-25.8905;-52.42411;Licht, 2018 (Mineropar);;;50.19;4.55;3.75;12.62;15.45;0.22;8.32;2.65;1.62;0.62;1.87;;;507;30.5;383;36.8;258.7;22481.6625
EA-1618;-26.14624;-52.99155;Licht, 2018 (Mineropar);;;50.18;5.87;2.23;13.41;14.59;0.22;10.1;2.4;0.75;0.25;2.62;;;406;10.9;352;26.6;156.6;13369.0953
EA-1631;-26.30148;-52.81853;Licht, 2018 (Mineropar);;;49.95;5.74;2.34;13.21;14.79;0.22;9.69;2.57;1.21;0.28;1.02;;;335;27.7;305;30.4;155.7;14028.5574
EA-1634;-26.26094;-52.8759;Licht, 2018 (Mineropar);;;50.22;5.82;2.31;13.23;14.74;0.23;9.67;2.48;1.02;0.27;0.98;;;332;19.4;303;31.5;153.7;13848.7041
EA-1642;-25.96779;-52.89057;Licht, 2018 (Mineropar);;;50.68;4.25;3.34;12.69;15.56;0.2;8.49;2.72;1.61;0.46;1.44;;;462;30.5;415;36.4;255.8;20023.6674
EA-1643;-26.00656;-52.94263;Licht, 2018 (Mineropar);;;49.99;5.58;2.35;13.34;14.92;0.2;9.28;2.55;1.51;0.28;2.15;;;339;32.1;301;29.2;161.6;14088.5085
EA-1645;-26.04389;-52.9938;Licht, 2018 (Mineropar);;;49.87;5.98;2.28;13.33;14.62;0.19;10.07;2.38;1;0.28;1.6;;;282;20.2;336;27.8;151;13668.8508
EA-1650;-26.06461;-52.88825;Licht, 2018 (Mineropar);;;51.01;4.3;2.53;12.88;16.04;0.18;8.68;2.75;1.33;0.29;1.2;;;401;18.7;265;38.5;198.1;15167.6283
